id,full_name_check_value,ssn_score,dob_score,n1_score,n2_score,n3_score,n4_score,n5_score,n6_score,n7_score,n8_score,n9_score,n10_score,n11_score,n12_score,n13_score,n14_score,ssn_match,dob_match,name_match,failure_explanation,last_name_check_value,verified
6569,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6570,0,300,300,170,220,196,220,170,220,196,220,226,223,204,204,204,204,1,1,1,,1,1
6571,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6572,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6573,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6574,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6575,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6576,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6577,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6578,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6579,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6580,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6581,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6582,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6583,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6584,0,266,300,181,138,181,174,181,138,181,174,138,156,134,144,134,144,0,1,0,SSN NAME,0,0
6585,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6586,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6587,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6588,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6589,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6590,0,300,300,222,190,234,264,222,190,234,264,203,294,220,245,220,245,1,1,1,,1,1
6591,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6592,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6593,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6594,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6595,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6596,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6597,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6598,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6599,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6600,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6601,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6602,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6603,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6604,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6605,0,300,300,217,135,217,170,217,135,217,170,131,166,125,136,125,136,1,1,0,NAME,0,0
6606,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6607,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6608,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6609,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6610,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6611,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6612,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6613,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6614,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6615,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6616,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6617,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6618,1,300,250,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6619,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6620,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6621,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6622,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6623,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6624,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6625,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6626,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6627,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6628,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6629,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6630,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6631,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6632,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6633,0,300,300,258,188,187,258,258,188,187,258,258,244,202,258,202,258,1,1,1,,1,1
6634,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6635,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6636,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6637,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6638,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6639,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6640,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6641,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6642,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6643,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6644,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6645,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6646,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6647,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6648,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6649,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6650,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6651,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6652,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6653,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6654,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6655,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6656,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6657,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6658,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6659,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6660,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6661,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6662,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6663,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6664,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6665,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6666,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6667,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6668,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6669,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6670,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6671,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6672,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6673,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6674,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6675,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6676,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6677,0,300,300,186,174,186,176,186,174,186,176,150,167,154,154,154,154,1,1,0,NAME,0,0
6678,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6679,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6680,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6681,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6682,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6683,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6684,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6685,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6686,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6687,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6688,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6689,1,300,175,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6690,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6691,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6692,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6693,0,300,300,164,252,167,252,164,252,167,252,239,197,224,224,224,224,1,1,1,,1,1
6694,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6695,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6696,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6697,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6698,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6699,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6700,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6701,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6702,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6703,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6704,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6705,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6706,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6707,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6708,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6709,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6710,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6711,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6712,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6713,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6714,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6715,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6716,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6717,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6718,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6719,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6720,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6721,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6722,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6723,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6724,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6725,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6726,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6727,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6728,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6729,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6730,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6731,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6732,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6733,0,300,300,216,203,216,203,216,203,216,203,198,198,190,190,190,190,1,1,0,NAME,0,0
6734,0,300,300,151,169,176,169,151,169,176,169,141,148,141,141,141,141,1,1,0,NAME,0,0
6735,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6736,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6737,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6738,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6739,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6740,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6741,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6742,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6743,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6744,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6745,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6746,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6747,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6748,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6749,0,300,300,209,174,250,174,209,174,250,174,160,170,148,148,148,148,1,1,0,NAME,0,0
6750,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6751,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6752,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6753,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
6754,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6755,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6756,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6757,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
6758,0,300,300,81,206,79,206,146,255,135,255,173,224,188,188,227,227,1,1,1,,1,1
6759,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6760,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6761,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6762,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6763,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6764,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6765,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6766,1,300,238,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6767,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6768,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6769,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6770,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6771,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6772,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6773,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6774,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6775,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6776,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6777,0,300,300,212,266,240,272,212,266,240,272,225,257,230,230,230,230,1,1,1,,1,1
6778,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6779,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6780,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6781,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6782,0,300,300,106,151,106,151,106,151,106,151,105,105,142,142,142,142,1,1,0,NAME,0,0
6783,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6784,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6785,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6786,0,0,0,13,13,13,13,13,13,13,13,10,10,10,10,10,10,0,0,0,SSN DOB NAME,0,0
6787,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6788,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6789,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6790,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6791,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6792,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6793,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6794,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6795,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6796,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6797,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6798,1,300,188,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6799,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6800,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6801,0,300,300,214,188,228,179,214,188,228,179,173,171,170,163,170,163,1,1,0,NAME,0,0
6802,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6803,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6804,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6805,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6806,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6807,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6808,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6809,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6810,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6811,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6812,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6813,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6814,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6815,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6816,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6817,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6818,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6819,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6820,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6821,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6822,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6823,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6824,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6825,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6826,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6827,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6828,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6829,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6830,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6831,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6832,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6833,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6834,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6835,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6836,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6837,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6838,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6839,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6840,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6841,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6842,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6843,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6844,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6845,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6846,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6847,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6848,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6849,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6850,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6851,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6852,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6853,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6854,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6855,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6856,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6857,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6858,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6859,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6860,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6861,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6862,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6863,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6864,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6865,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6866,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6867,0,300,300,218,131,218,191,218,131,218,191,150,187,169,169,169,169,1,1,1,,1,1
6868,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6869,0,300,300,163,254,132,132,25,151,32,32,243,31,207,198,128,124,1,1,1,,1,1
6870,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6871,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6872,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6873,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6874,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6875,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6876,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6877,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6878,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6879,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6880,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6881,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6882,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6883,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6884,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6885,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
6886,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6887,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6888,0,300,300,164,207,164,170,164,207,164,170,169,147,185,169,185,169,1,1,0,NAME,0,0
6889,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6890,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6891,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6892,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6893,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6894,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6895,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6896,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6897,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6898,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6899,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6900,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6901,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6902,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6903,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6904,0,266,300,179,157,189,276,179,157,189,276,157,262,227,238,227,238,0,1,1,SSN,1,0
6905,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6906,0,300,300,128,230,128,230,99,249,99,249,221,227,194,194,200,200,1,1,1,,1,1
6907,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6908,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6909,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6910,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6911,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6912,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6913,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6914,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6915,0,300,300,212,158,241,140,212,158,241,140,182,159,124,124,124,124,1,1,0,NAME,0,0
6916,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6917,1,300,225,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6918,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6919,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6920,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6921,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
6922,0,300,300,152,204,152,287,152,204,152,287,204,282,246,262,246,262,1,1,1,,1,1
6923,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6924,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6925,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6926,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6927,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6928,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6929,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6930,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6931,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6932,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6933,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6934,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6935,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6936,1,300,238,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6937,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6938,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6939,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6940,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6941,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6942,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6943,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6944,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6945,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6946,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6947,0,300,300,219,170,206,170,183,145,175,145,166,142,144,144,123,123,1,1,0,NAME,0,0
6948,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6949,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6950,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6951,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
6952,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6953,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6954,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6955,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6956,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6957,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6958,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6959,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6960,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6961,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
6962,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
